PC1,PC2,PC3,PC4,PC5,PC6,orig_Max Fecal Coliform,orig_Min Temperature,orig_Max BOD,orig_Max Temperature,orig_Max Conductivity,orig_Temperature_Range,orig_Min Fecal Coliform,orig_Max Total Coliform,orig_Min BOD,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Min pH,orig_Max Nitrate N + Nitrite N,STN_Code,Water_Body_Type,Cluster_GMM,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob,Cluster_3_Prob,Cluster_4_Prob,Cluster_5_Prob,Cluster_6_Prob,Cluster_7_Prob,Cluster_8_Prob,Cluster_9_Prob,Cluster_10_Prob,Cluster_11_Prob,Cluster_12_Prob,Cluster_13_Prob
-1.251440387640216,-1.084368540430134,-0.8516405099808296,-0.6384253417099569,0.5748587254165191,1.1081666745219665,150.0,20.0,3.8,26.0,1250.0,6.0,64.0,240.0,1.2,5.1,1.66,7.6,3.09,1286.0,LAKE,11,1.717823302806611e-07,0.0004245745148712975,1.0209688466953013e-120,1.0625768127185457e-41,0.00017157850603102126,4.218459214117367e-05,3.0487688975060804e-15,1.3391602855705972e-30,0.0019569586486553043,3.8609952368521e-08,5.842505344807489e-06,0.9973986508406707,0.0,9.921152849055291e-42
-0.8945294462549332,-1.4795037463717304,0.5932825080242775,0.2733529665395381,0.2291802966760051,0.909217501566427,75.0,21.0,5.3,31.0,560.0,10.0,14.0,210.0,1.5,1.2,1.55,7.7,4.72,1414.0,LAKE,11,0.005741112647494208,9.996858526547178e-07,0.0,3.40879803754123e-67,1.4536700277963353e-05,0.0001268017575685075,1.7710127962569152e-15,2.785223227169034e-35,0.011644147361892348,6.306076829727823e-09,4.670433908512245e-06,0.9824677251069269,0.0,3.280334547238682e-41
-1.566011457194854,-0.9244607807916516,-1.8060811692287209,0.3539634837205153,1.8924448729240655,1.4669126926650164,93.0,24.0,3.2,26.0,1590.0,2.0,64.0,150.0,0.7,7.0,1.15,8.2,1.75,1481.0,LAKE,11,6.396415735178367e-13,0.0006300869727288419,8.201039198604956e-67,6.271668072602053e-33,0.3478089803068353,0.00016398746577093654,7.202625490570563e-12,1.895742501041698e-14,0.0011091405395198544,0.0001116395318458886,2.1922062050999655e-05,0.6501542431133863,0.0,2.16919141386491e-41
-2.3502557078397546,-0.6501528450496759,0.9494809785533004,-1.0855419581301562,0.6397104488418038,0.6851329950323772,93.0,14.0,2.7,28.0,330.0,14.0,39.0,210.0,0.7,3.4,1.14,7.8,2.63,1716.0,LAKE,11,1.1370616762865768e-11,0.26559599204813344,0.0,2.0916260244042024e-23,2.3925149100998548e-05,2.827139674492457e-08,4.375843078115367e-06,1.75616395007269e-37,0.00045973942780233443,2.750710252579767e-06,2.0199185381481336e-05,0.7338929893534838,0.0,7.177630750501377e-51
-1.5223544913078657,-0.884404091946221,0.4049295870913075,0.3070861982824401,0.8439686498001474,0.5249482642343705,240.0,20.0,3.3,30.0,510.0,10.0,39.0,460.0,1.1,1.6,0.92,7.9,2.29,2935.0,LAKE,11,1.1460171736814042e-06,0.1132511405714212,0.0,1.7386735642488055e-23,0.23443661793333095,0.001859777605588747,4.553869968688813e-06,8.543485633336172e-18,0.003934495901992174,0.0007751316817892768,0.0005613512188141411,0.6451757851999207,0.0,8.265099395921475e-42
-2.321208290051191,0.2890135790013329,0.531138091632726,0.8000063347320013,-0.5623296115407994,-0.2268792343862147,23.0,20.0,3.1,32.0,280.0,12.0,14.0,64.0,0.6,5.2,0.08,7.0,1.76,2937.0,LAKE,1,1.604464218243622e-08,0.9751887386740814,0.0,5.357791407202317e-05,0.018852402881340935,0.00011847507231127979,0.0002423384174882974,2.4053218736721367e-13,2.984788473257178e-06,0.0009110584952823896,0.004111088282296604,0.0005193194297709317,0.0,1.730836046482169e-39
-1.9675493164536852,-0.7317815369983405,-1.2949175114233278,-1.4076820767457592,1.8245786511282909,0.6354366576184728,150.0,17.0,3.4,22.0,630.0,5.0,39.0,240.0,1.0,4.1,0.92,8.2,2.1,2938.0,LAKE,1,3.2115435281598454e-14,0.6247897383632761,2.698535041945441e-112,1.183294282352695e-16,0.06637428714362144,3.856601581479991e-07,2.5318450098085143e-06,6.574174119222228e-19,4.8688335796646645e-05,0.00029438112077731363,6.070068886698866e-07,0.30848938052443975,1.0015381192883524e-263,1.8654514771734211e-50
-1.9461250154707472,-0.7934832601969967,-1.2989734435691165,-1.4546630635847762,1.733847999823504,0.8150970872394137,240.0,17.0,2.8,22.0,640.0,5.0,39.0,460.0,0.8,4.0,1.1,8.2,2.06,2939.0,LAKE,11,5.492345383123077e-14,0.2943213683978591,7.365367658702812e-110,1.0447253434271553e-20,0.036318788894473035,2.3229562658177979e-07,9.837201504615213e-08,1.7978097155635788e-21,0.00010615662206481495,8.34347291902027e-05,1.5895243213419836e-06,0.6691683311643946,0.0,6.8322919286914e-50
-1.4348721984086308,-0.9827554868767304,-1.529858499902009,-0.3666203085739407,1.3982831243673708,1.508732671307891,240.0,22.0,4.3,25.0,750.0,3.0,64.0,1100.0,0.8,5.1,1.54,8.1,2.29,2940.0,LAKE,11,1.193506370533935e-12,5.826967342193573e-05,4.49250467229827e-46,1.3224172481833915e-40,0.01686559436587011,0.00013896922364978832,5.793842713819739e-14,6.949575517808268e-24,0.008825363664895575,2.9534040249197822e-06,6.253174767860429e-05,0.9740463179192074,0.0,5.0484657665815815e-40
-2.115107834798252,-0.7045597465933267,-1.440585427515795,-0.1014409372018276,1.6692279611170766,1.645777161233642,75.0,22.0,2.3,26.0,520.0,4.0,23.0,150.0,1.0,7.2,1.24,8.2,1.66,2941.0,LAKE,11,7.944953221977089e-15,0.0032670616140335943,9.656427777104163e-90,9.542615618887253e-36,0.016382626834533814,1.0359317950779754e-05,4.9501484322285155e-11,1.387261581263607e-16,0.0006237103342145117,1.763687096210195e-05,3.952411543693002e-06,0.9796946525672523,0.0,1.0294686731319886e-42
-1.879795926817862,-0.8909979196613942,-1.372602161269708,-0.1483160384848735,1.742657457733066,1.5801377177744789,64.0,22.0,2.2,26.0,720.0,4.0,23.0,120.0,1.5,7.0,1.24,8.2,2.62,2942.0,LAKE,11,8.254060608935667e-14,0.003554813785045913,1.1468560044794507e-87,5.725296117322986e-37,0.015921053960661683,6.16918763553216e-06,6.415426795547677e-12,1.1514234820617e-18,0.0010727069623673157,1.0520979909861752e-05,1.7671132204487484e-05,0.9794170639856769,0.0,2.9420634259999397e-43
-0.8504108336976408,-1.5232382195701084,1.8586372821633852,0.3056616877665306,0.0024570681444783,1.1903284838120358,460.0,19.0,4.4,34.0,1010.0,15.0,75.0,2400.0,1.6,1.0,2.07,7.6,3.05,2943.0,LAKE,8,3.781907250681456e-05,1.0990460829688989e-07,0.0,5.462924015804494e-90,1.1184637571506116e-09,0.000678578382810202,4.977567180052968e-16,2.1741840980060907e-53,0.8769691177345235,2.9624348337236236e-11,6.288190243788708e-05,0.12225149185502433,0.0,4.040280009590301e-37
-1.7621132629782958,-0.8481606712403336,-0.8914391827121129,-0.4592863843549485,1.0261562498528878,1.071652885985222,150.0,20.0,2.4,26.0,650.0,6.0,14.0,460.0,1.0,4.8,1.25,7.9,2.5,4177.0,LAKE,11,4.046872333578951e-09,0.11648134037481243,7.082035632071657e-138,2.5010212267108193e-27,0.009483772679690505,2.0077653471380643e-05,2.171675491762312e-10,3.292127688508803e-20,0.00069529348326941,1.009036563235967e-05,9.227902236580432e-05,0.8732171421567185,0.0,8.011263902090324e-44
-1.220129077554248,-1.0772822111586349,-0.6917260346964826,-0.4764914096432607,1.2872186746761822,0.8787356804060917,460.0,20.0,4.1,26.0,920.0,6.0,64.0,1100.0,1.4,3.0,1.35,8.0,2.29,4178.0,LAKE,11,4.213583763867052e-09,0.004614171701290628,3.2774799655413867e-142,3.0608655329764746e-30,0.3053405927195159,0.0026107269509239956,1.2949384837478901e-09,7.063667037410078e-21,0.03790565333120754,0.00020211335096725216,0.00042383894948741453,0.6489028974880854,0.0,4.4125829399841546e-41
-1.2290184445300618,-1.1117922394569988,-0.7219057813685613,-0.5477526652695984,1.0133276151034494,1.032714861279533,150.0,20.0,4.4,26.0,880.0,6.0,93.0,240.0,1.1,3.2,1.56,7.9,2.33,4795.0,LAKE,11,1.3971447441891462e-08,0.0012935598196448773,3.9206777737670498e-140,4.940747897713381e-37,0.010002204441603928,0.00027776010434427546,1.980057007279174e-12,6.239278621175058e-26,0.011609345699821607,3.0959894403222773e-06,0.0001459498862907739,0.9766680700854269,0.0,2.1623460155551175e-41
-1.902353095617203,-0.4932953091445444,-1.8964776500714808,0.2459731412153826,1.1716247208539112,1.3414375174702344,64.0,24.0,2.3,26.0,430.0,2.0,20.0,120.0,1.0,7.2,1.02,7.9,1.82,4179.0,POND,11,1.2679824840582677e-11,0.03277634249935613,7.607493389472198e-56,3.963063255703601e-26,0.32024923269470207,0.0013922643336669188,2.942082376591723e-10,9.813968803958116e-12,0.00032401556100444714,0.00011912708859644026,2.751049854251271e-06,0.6451362664561175,0.0,2.8268988471216437e-39
-1.8578314084385663,0.5559256835255346,0.3589181088123694,-0.1859006599496165,-2.0612010360443733,-0.9484074428452846,49.0,18.0,4.0,30.0,182.0,12.0,36.0,96.0,2.0,6.0,0.32,6.0,2.36,1420.0,LAKE,1,1.1669247669104664e-12,0.9941868614195531,0.0,1.6712273479559284e-07,0.0004407492852082964,7.317795491562606e-05,0.001874291029229835,1.0478757023785702e-16,6.648947964631101e-06,0.0031964083208852034,0.00021940797470333944,2.2879436382750306e-06,6.932643537151728e-277,1.1972804914676253e-38
-1.52192725620491,0.2955943356892588,-1.1335612538324178,-1.1967030441011677,-0.3096784406501195,-1.5063886437156273,220.0,17.0,11.1,23.0,517.0,6.0,12.0,540.0,2.0,4.6,0.04,6.7,0.96,1421.0,LAKE,1,8.181116155157466e-10,0.5871142630490169,6.38392728865545e-114,6.2352350088608655e-19,0.01644766785696795,0.0006779776548301913,0.3887896129608256,4.3896705112037023e-16,8.545527822224748e-07,0.006960869386100534,9.19431116102016e-11,8.753629421039635e-06,0.0,4.1429030906563676e-44
-2.02506457809653,0.6723065571873129,-1.8069363845388415,-0.5138193805159564,-1.148925500209892,-0.6443200069162309,260.0,20.0,2.0,24.0,378.0,4.0,25.0,630.0,0.1,5.9,0.22,6.5,0.77,1452.0,LAKE,1,1.18971260993152e-11,0.9983156398274871,3.667158066006187e-45,8.770597054977957e-07,0.0010388184985558498,0.00032198318234889805,0.0001962979416145418,5.166297095955112e-07,5.650872847511253e-08,0.00012283067073763654,5.366149299670633e-08,2.926007722294117e-06,0.0,1.2506037248549388e-39
-2.1785648509565547,-0.0591243949992144,-1.4228208502395383,0.6797857083001452,1.2787865388452853,0.447798711040397,94.0,23.0,2.4,27.0,725.0,4.0,31.0,280.0,0.1,5.7,0.15,7.9,0.84,3007.0,LAKE,4,2.3138070469779646e-11,0.18431962970736213,9.457919077858102e-159,0.0026297167589428936,0.7912642069899317,0.004956134521028367,1.2894013009858335e-05,0.002505489274950606,3.793859779161104e-06,0.0010135797031897774,2.1041245829626513e-05,0.013273513902837843,0.0,6.938047962534227e-41
-1.4031164235764448,-0.2343408575774919,-0.5887681686157779,1.683741529011313,0.0394810120301464,0.0248783147793239,2.0,26.0,3.0,32.0,615.0,6.0,2.0,170.0,2.0,5.0,0.32,7.2,1.05,3008.0,LAKE,4,9.06919419773072e-06,0.0002879743747779412,0.0,8.165662857879926e-10,0.9917457520472488,0.001914533558219356,1.1233418400239707e-07,0.00240870429654343,2.8446979477053696e-06,0.003035139453307561,2.8646828236648762e-05,0.0005672223987704181,0.0,1.5595706695244044e-37
-1.4576845320431155,0.0153374394991718,-0.9238711854103336,1.5766481542595228,-0.4574164695560502,-0.1099873929735701,93.0,26.0,3.0,31.0,531.0,5.0,2.0,490.0,1.0,4.9,0.14,7.0,2.05,3009.0,LAKE,4,6.955737050221662e-06,0.008188892853071707,0.0,1.3470060161660003e-07,0.9211841609059105,0.0019320408214605525,8.883161926034294e-08,0.0643793424896649,2.44340774705216e-06,0.004066660184128419,3.4036641371799404e-05,0.00020524342737436796,0.0,3.122525622157286e-36
-1.0973636829376845,-0.4169423945696034,-1.1426437387342323,1.4823755343303515,0.1423340103163322,-0.0423499791739351,120.0,26.0,3.0,30.0,1657.0,4.0,2.0,1300.0,1.0,5.0,0.32,7.2,1.85,3010.0,LAKE,4,7.036380508898078e-05,3.340408264135373e-06,0.0,4.038370853939204e-12,0.9881366452588656,0.0024752264617576955,1.572965419740596e-08,0.0068218521515415916,3.0071120439458615e-06,0.0021520386642273266,9.785563636140633e-07,0.0003365318481546066,0.0,1.2899806638891512e-38
-0.4806978507587606,-1.113744865389812,-0.4512680450700899,1.8874128023640229,0.7421971303051157,-0.3689087095789662,45.0,26.0,4.0,32.0,3294.5,6.0,2.0,330.0,2.0,4.8,0.32,7.3,2.21,3011.0,LAKE,4,0.00028013593366348175,6.444836276411176e-20,0.0,2.6084529587280118e-39,0.9756784114383701,0.006890536113319085,4.136934651434763e-08,0.0009631343008384984,2.912845326380862e-05,0.016150944960225257,1.8874334296235222e-15,7.667430971640018e-06,0.0,1.836988351269751e-42
2.8790936411227395,-3.243758017630229,0.6549327729854688,-0.1830461503450682,-0.4562177750230132,0.0276598293016215,540.0,25.0,28.0,31.0,1566.0,6.0,14.0,1600.0,7.05,0.4,2.3000000000000003,6.9,14.855000000000002,1391.0,LAKE,0,0.999765205173991,1.0000277506963198e-70,0.0,6.6701654e-317,9.545127155668255e-29,0.00021770184716327976,4.156197777256937e-52,1.7813578859749096e-100,1.7092978845790205e-05,1.9138631813715295e-30,3.382968210423536e-58,1.8070532160519716e-23,0.0,7.551778280518888e-37
-1.0048472583547514,-0.3843554335748386,-1.2539072480362463,1.5031474002211485,0.0511632381877868,-0.1160078744038431,8.0,27.0,3.0,30.0,602.0,3.0,2.0,154.0,2.1,4.0,0.29,7.2,2.1,1789.0,LAKE,4,6.640145523580572e-05,1.997900786654679e-06,0.0,3.216744718065383e-12,0.9820242456776173,0.0025538772302442407,1.0348008803393509e-08,0.012846815606387845,2.511398776562339e-06,0.002217279455144845,4.564559321463901e-07,0.0002864044686492645,0.0,3.8727876899294177e-38
0.6443444167647637,-1.6481452330044355,0.1626696160327968,0.1895464900208599,-0.0994328581764912,-1.0175688055123693,24.0,22.0,20.0,29.0,1630.0,7.0,2.0,430.0,2.7,0.1,0.7,7.1,8.0,2340.0,LAKE,0,0.6660293910996544,4.4150470638250255e-26,0.0,7.060381593862719e-99,0.0021271142253734276,0.3307797183164772,1.922143955039729e-11,1.11029151426563e-20,0.0010441965269592324,1.0743169024034322e-05,7.327270019215568e-30,8.836643290581338e-06,0.0,7.98596812458512e-41
2.132760338460874,-2.565283862366347,0.5117906965834037,0.6616866057610937,-0.4643419662259528,-0.5554600020318843,36.0,26.0,20.0,32.0,1547.0,6.0,2.0,1600.0,6.0,0.1,1.1,6.9,14.855000000000002,2341.0,LAKE,0,0.9951762061315337,5.548196966757129e-53,0.0,5.163411727855098e-218,3.6028336283933376e-15,0.004812652714444483,4.8406118993700424e-30,7.565108215049512e-50,1.1141153818227008e-05,1.1143321692886343e-16,1.0205161771087913e-46,1.9978486228638125e-13,0.0,1.7626861596163022e-38
3.6362655578059937,-3.760279483504152,0.0483537866157911,-0.2421021005409483,0.1163903042236941,-0.4503593332611221,70.0,26.0,35.8,29.0,2710.0,3.0,2.0,1600.0,7.05,0.1,2.3000000000000003,7.0,14.855000000000002,2342.0,LAKE,0,0.999994235171443,2.385803100192044e-95,1.9067397261140486e-183,0.0,7.199002248977904e-30,5.69788276414285e-06,2.56536142833937e-58,6.337174520326229e-101,6.694579247864275e-08,4.4126945962106984e-32,3.7943582333173135e-87,7.740361611969415e-25,0.0,5.063635311512652e-43
-1.041088455353956,-0.3865362890173173,-2.0611284814234105,0.9093381125355834,0.3955584886834697,0.2473261069567295,2.0,27.0,4.0,27.0,274.0,0.0,2.0,70.0,2.1,5.8,0.01,7.4,7.0,3068.0,LAKE,4,3.6964352835360534e-07,0.00029190479132529983,5.222116742546373e-85,4.122134633811489e-10,0.98991190480392,0.00720161129593139,1.5859634148591849e-09,1.909227151162516e-05,5.5325963549481326e-06,0.0004975792786322289,1.3438454121576758e-06,0.0020706594752066673,1.802930089891877e-51,1.8137060489281814e-37
-0.8666157538983128,-0.3989891322297793,-1.0477600512310297,1.2194212772936184,-0.54661550402125,-0.2084083686077102,10.0,26.0,4.0,30.0,699.0,4.0,2.0,280.0,2.0,4.2,0.4,6.9,3.5,3069.0,LAKE,4,0.0005800184720387969,2.1214247956691428e-05,0.0,3.724579324931286e-15,0.9864521889717204,0.007334348084700236,1.6095129916487665e-08,0.000788768294874253,1.4908690895036977e-05,0.0037307593796932987,5.702285354210467e-06,0.0010720754776333769,5.95127209142461e-59,8.347738092219216e-37
2.9039342284096588,-3.1176319198206417,0.4462278178921557,0.4728225861098534,0.3053956525848479,-0.8389964601660744,49.0,26.0,35.8,31.0,2496.0,5.0,2.0,1600.0,6.0,0.1,1.64,7.1,12.0,3070.0,LAKE,0,0.9980162046658355,6.233430386197542e-77,0.0,1.1443378319973902e-299,7.162483996719362e-21,0.001982142764662403,2.0149846113980042e-35,2.551066752890586e-56,1.6525695022648079e-06,1.6200255908415275e-19,2.551100261089845e-76,9.986278084714128e-23,0.0,2.687695829889722e-41
1.791154775331828,-2.057775900202621,0.4541538499896971,0.992936485863316,-0.538970624423356,-1.1128610988900638,36.0,26.0,28.0,32.0,1414.0,6.0,2.0,540.0,4.0,0.1,0.4,6.9,14.855000000000002,3071.0,LAKE,0,0.8968295017731558,5.1074600985885855e-46,0.0,6.398343044773957e-171,7.786966112539017e-10,0.10310772240105316,1.5702017164791591e-18,1.542335131682544e-26,6.277332625084301e-05,1.7194653880828687e-09,1.991009256824681e-44,1.378294337921851e-12,0.0,2.0621069913908444e-37
2.6936538094669684,-3.1859948526933803,0.3127183765440457,-0.1477166729415573,-0.4996964945855439,-0.2067792145363115,26.0,25.0,28.0,30.0,1776.0,5.0,8.0,430.0,6.0,0.1,2.04,6.9,14.855000000000002,3072.0,LAKE,0,0.9999429857180463,1.788327973063937e-66,0.0,5.643938084923717e-296,6.315141755373512e-23,5.579394257904234e-05,8.357098224016383e-49,7.715464001332232e-89,1.2203393588389235e-06,9.823050538991942e-28,2.177072013287967e-57,1.552182793720815e-14,0.0,6.312319995988484e-41
2.5773796713058688,-2.5210027570688913,0.588812145155427,0.0619198166805593,0.1059354301876445,-1.5524090010303822,150.0,24.0,32.0,30.0,1728.0,6.0,17.0,1600.0,7.05,0.1,0.7,6.9,14.855000000000002,3073.0,LAKE,0,0.5738837388216101,2.8037121574565236e-66,0.0,7.49034266761876e-248,2.9813597841273128e-18,0.4260482689553648,1.1126719085369981e-22,9.560903953710646e-39,6.79922220361588e-05,9.892009852584074e-13,3.6759078919834307e-78,2.5804382959180165e-29,0.0,2.1365661849036807e-38
1.1000388951911313,-1.6826121677868444,-0.3806612959420888,0.7710170435102898,0.3950947340569489,-1.0739324495708706,130.0,26.0,12.0,30.0,1144.0,4.0,14.0,920.0,7.05,0.3,1.18,7.0,1.51,3074.0,LAKE,0,0.5068535061083494,2.245277558667575e-33,1.3924685005805625e-298,2.7005348364151377e-107,2.393870919265989e-05,0.4927588259652071,9.265288913840477e-12,1.3288981607829918e-12,0.0002777533943721781,8.597555171275228e-05,5.8322839790618856e-37,2.605721833282245e-10,0.0,6.591796700511091e-39
1.5582842123476188,-2.275830595505456,1.403544887007488,1.338541985566858,-0.4257522214237297,-0.7278415677898165,32.0,25.0,34.0,35.0,2021.0,10.0,2.0,430.0,2.9,0.1,1.4,7.0,7.87,4229.0,LAKE,0,0.9686824260200192,4.4237912777134344e-45,0.0,3.7141555434164867e-191,9.119959138930516e-11,0.03125964182472355,6.720311581089098e-20,2.2987667535302748e-36,5.793175998219095e-05,5.618551580369676e-12,2.0282071464693712e-42,2.984565259605183e-10,0.0,2.8317387714684947e-38
1.4896665476387796,-2.4025975663612376,1.047980361960024,0.456197842461126,-0.4863802124036516,-0.4985037685421065,36.0,23.0,28.0,32.0,1894.0,9.0,2.0,430.0,2.6,0.1,1.0,7.1,14.855000000000002,4235.0,LAKE,0,0.9914496696834475,2.2238512212113886e-41,0.0,1.8247355506429623e-188,7.908710517529399e-12,0.008476515785294172,1.6299455575582055e-25,3.1424588650816583e-49,7.380275330750338e-05,2.489572341361641e-15,4.338994365608866e-39,1.1770039470966908e-08,0.0,7.0183756791153405e-40
3.5742898709331534,-3.670380901581104,0.2882973252787388,-0.1193062894783964,-0.3206848787639252,-0.5428835897071149,46.0,26.0,35.8,30.0,2518.0,4.0,2.0,540.0,7.05,0.1,2.3000000000000003,6.8,14.855000000000002,4667.0,LAKE,0,0.9999622024377252,7.292045002595194e-93,4.563173807162239e-280,0.0,9.806509211092218e-29,3.770381790941785e-05,6.255181281712652e-57,7.941758658759432e-100,9.374436492997202e-08,5.599628250121243e-32,1.3512147232184308e-83,1.880185043461622e-21,0.0,2.896400164608099e-42
2.8860801339755744,-2.861342914669245,0.1821535948705874,0.3152433918376556,0.0623628817699466,-1.3153100520440486,20.0,26.0,32.0,30.0,1992.0,4.0,2.0,430.0,7.05,0.1,1.0,6.9,14.855000000000002,4668.0,LAKE,0,0.9784983010226147,3.4900223749599065e-75,1.1589803528129272e-302,3.772182987080797e-278,2.608111789907674e-18,0.021498752040987532,6.019022794333594e-30,5.369982933256785e-45,2.9469363967862393e-06,6.567645030465552e-16,8.080772533205333e-79,1.5375580907214003e-22,0.0,5.49182885782821e-41
2.77119458996176,-3.3671739276968844,0.8568997375333426,-1.340163711404366,-0.63327796753414,-0.6473044636147085,36.0,20.0,32.0,28.0,2485.0,8.0,12.0,540.0,6.0,0.1,2.3000000000000003,6.7,14.855000000000002,4669.0,LAKE,0,0.9997587809767738,2.654749419528074e-70,1.9808038996010243e-239,0.0,1.178954374862457e-24,0.0002372662446246273,2.2314340105153872e-52,2.7590325532522024e-109,3.952778601854129e-06,2.443765963886778e-31,8.206032723619224e-74,1.341918512818702e-16,0.0,3.803372354279853e-44
0.5972198184304078,-1.0545800001036911,-1.0601228360169026,1.2749896765672584,-0.3332167268777015,-1.3713002219403407,17.0,27.0,18.0,29.0,1360.0,2.0,2.0,220.0,2.2,0.1,0.3,6.9,4.1,4670.0,LAKE,0,0.3593162377706256,3.8829196612551825e-26,2.2262529110383956e-268,5.31673208558773e-66,0.3239653407680398,0.19818571142888028,3.697821408413287e-08,0.021985658607603622,0.00020843847012691298,0.09632256912429599,1.223513078934067e-24,1.600685221325385e-05,1.8707637964207705e-144,1.9396085975926881e-38
0.7467878641973371,-2.005671853300893,1.942565426976403,0.9259654643295592,-0.0611103152534653,-0.6434662060230251,36.0,22.0,22.0,35.0,1480.0,13.0,4.0,430.0,4.0,0.1,1.0,7.2,8.5,4672.0,LAKE,0,0.8144979715226571,4.390785820367741e-30,0.0,1.852587825045959e-147,1.661029628658263e-07,0.18192008401334667,3.113020277112737e-13,2.5119569570536183e-37,0.003581695231084377,2.0673546262256978e-09,7.760863548166146e-35,8.106228312216774e-08,0.0,4.815584232558069e-39
1.2016685807883742,-1.7489965358529904,1.281996434990737,-0.6699797348116905,0.3806486900193155,-2.2373857196137807,26.0,18.0,34.0,29.0,1553.0,11.0,4.0,920.0,6.0,0.1,0.8,6.9,5.0,4673.0,LAKE,5,0.0029269390437872697,4.0405549960965366e-40,0.0,1.0595123382823196e-181,1.007007985098106e-10,0.9936497272921286,1.845391820352179e-08,1.3712602460083483e-36,0.0034200649160200072,3.2501934458974463e-06,2.5905496939695336e-75,9.305799150652387e-22,0.0,4.4520500190094054e-44
0.4815891917425606,-2.0960151421636013,0.5805462555147358,-0.8195792652515185,0.0410793337618891,-0.2212697525426703,15.0,19.0,12.0,28.0,1216.0,9.0,2.0,430.0,4.0,0.3,1.2,7.3,11.4,4674.0,LAKE,0,0.985183161894444,4.714897262147293e-22,0.0,1.7633927514622308e-120,7.550492852065465e-07,0.003519220896346997,1.5446764348288772e-20,6.730362094325962e-50,0.010361902913436902,7.792060586781533e-12,3.244252189018738e-26,0.0009349592386951671,0.0,8.139206582773346e-44
2.998156911606984,-3.1721693822913575,0.2033967558010196,0.0079057588348438,-0.2465826639975143,-0.5936587710579828,70.0,26.0,32.0,30.0,1642.0,4.0,2.0,430.0,7.0,0.1,1.8,6.9,14.855000000000002,4676.0,LAKE,0,0.9996630749756811,1.0020820271050262e-74,8.878890218724616e-292,5.6306331601118e-305,4.799207623322963e-23,0.00033614073377464073,4.338656710187324e-44,1.4498705108084498e-75,7.842905447009019e-07,1.680267417286823e-24,2.602770696679069e-68,1.3281694364109249e-20,0.0,1.8141110901940501e-40
2.8886112404983986,-3.322830388340672,0.130746111693912,-0.055086542978765,-0.38311976876761,-0.1608534392668278,49.0,26.0,25.0,30.0,1800.0,4.0,2.0,480.0,7.0,0.1,2.1,6.9,14.855000000000002,4677.0,LAKE,0,0.9999811858824796,6.709698537306619e-72,1.1370044962668176e-294,4.119454395e-315,5.5842371670798406e-24,1.822278329787503e-05,7.736769344922086e-52,3.426983464778343e-92,5.913342168019746e-07,7.396184751152947e-29,9.650023338457726e-61,6.141012232878611e-15,0.0,1.7979905290896315e-41
1.9146237096503536,-2.4310500564116797,1.289054862044836,-0.7964516016054342,0.4427404384772684,-1.8302790047752584,70.0,19.0,32.0,29.0,1820.0,10.0,5.0,540.0,7.05,0.1,0.8,7.0,12.0,4678.0,LAKE,5,0.09452314747138452,4.774386630566335e-54,0.0,3.0357604016485762e-238,2.1703275655127246e-14,0.9041088224116103,1.6723273740482987e-17,1.5444710893140158e-47,0.0013680300817565329,3.5226830812948275e-11,7.849980982819362e-85,2.8296647591873704e-24,0.0,5.271091249907613e-44
2.327747540975905,-2.96268994954104,2.2741969280806447,0.3576100032828873,-0.1385376040776074,-1.0050909184676808,79.0,22.0,35.8,35.0,2299.0,13.0,8.0,540.0,7.05,0.1,2.3000000000000003,6.8,5.7,4679.0,LAKE,0,0.9417461309052029,4.616372904614644e-65,0.0,1.8675246070320983e-303,3.033163389712366e-20,0.05818376488824814,6.014980154573604e-29,1.3221751322965052e-67,7.010420654880206e-05,2.1868746875481356e-20,4.061210714149257e-76,2.886850492311654e-21,0.0,2.7284822035194623e-40
-0.4005723989347962,-0.224423475115412,-1.7449453297032764,1.2680372367419783,-1.0942049147919095,-0.5281097916536907,17.0,28.0,12.0,29.0,640.0,1.0,2.0,170.0,2.0,5.5,0.36,6.5,4.2,4680.0,LAKE,4,2.1801951891376892e-05,3.1863993723867954e-06,1.064211777184277e-201,1.9900682490719247e-16,0.9684460663607691,0.008056548748547474,3.784561718617407e-09,0.008748445328017246,2.670793617878609e-05,0.014526617520040223,1.278112347255278e-07,0.00017049415938721736,3.4781162705160775e-42,2.6318426808240097e-34
-1.3404437731587893,-0.325447051106564,-1.257082974262513,1.6054033052119936,0.7632907816618478,0.1326733785280194,26.0,27.0,2.8,30.0,376.0,3.0,2.0,240.0,2.0,4.4,0.1,7.6,2.0,4681.0,LAKE,4,2.949338536471176e-07,1.5347960788988558e-05,0.0,2.2550566849083822e-07,0.9760464091343328,0.003757588226732817,3.616096849287653e-08,0.017980417921157538,1.6798128710127478e-06,0.0016349300993328522,4.5119151723857774e-07,0.0005626190527761295,0.0,7.101694194123783e-39
